service_date,service_hour,dong_name,included_in_3d_map,day_type,living_population,temperature,rain,business_total,subway_daily_alight,traffic_speed,traffic_congestion,transit_pressure,subway_pressure,hourly_raw_score,hourly_relative_demand
20260301,4,논현1동,1,weekend,30994.7751,7.4,0.0,5187.0,0.0,31.0,0.03225806451612903,264.581,6.516,0.22837835,0.08624221
20260301,4,논현2동,1,weekend,31951.6637,7.4,0.0,5294.0,0.0,31.5,0.031746031746031744,201.226,3.034,0.15972825,0.06031797
20260301,4,대치4동,1,weekend,29008.7268,7.4,0.0,3868.0,0.13,28.2,0.03546099290780142,189.226,2.904,0.18589623,0.07019974
20260301,4,삼성1동,1,weekend,18020.1602,7.4,0.0,3259.0,0.13,30.1,0.03322259136212624,341.097,0.452,0.13488762,0.05093743
20260301,4,삼성2동,1,weekend,32950.1966,7.4,0.0,3595.0,0.13,28.6,0.03496503496503496,177.323,15.806,0.33768145,0.12751819
20260301,4,신사동,1,weekend,19398.4674,7.4,0.0,5409.0,0.4,29.1,0.034364261168384876,146.323,2.646,0.15423316,0.05824286
20260301,4,압구정동,0,weekend,26707.8495,7.4,0.0,4304.0,0.33,26.7,0.03745318352059925,276.129,11.742,0.37067076,0.1399759
20260301,4,역삼1동,1,weekend,57782.042,7.4,0.0,13420.0,0.93,32.0,0.03125,591.387,12.45,0.7817816,0.29522313
20260301,4,역삼2동,1,weekend,40403.4219,7.4,0.0,3555.0,0.0,31.6,0.03164556962025316,160.935,0.0,0.12775,0.04824206
20260301,4,청담동,1,weekend,30584.0991,7.4,0.0,4760.0,0.0,29.1,0.034364261168384876,229.097,0.774,0.16709671,0.06310051
20260301,5,논현1동,1,weekend,30849.4269,7.0,0.0,5187.0,249.67,31.3,0.03194888178913738,1285.774,652.84,0.26952095,0.09319889
20260301,5,논현2동,1,weekend,31384.6916,7.0,0.0,5294.0,147.07,32.1,0.03115264797507788,1278.387,841.742,0.27208461,0.0940854
20260301,5,대치4동,1,weekend,28895.4696,7.0,0.0,3868.0,130.2,28.2,0.03546099290780142,1399.839,277.29,0.25229832,0.0872434
20260301,5,삼성1동,1,weekend,18537.4253,7.0,0.0,3259.0,521.0,30.3,0.033003300330033,1561.774,367.42,0.2162213,0.07476816
20260301,5,삼성2동,1,weekend,33009.302,7.0,0.0,3595.0,539.47,28.8,0.034722222222222224,677.032,1292.0,0.32106573,0.1110228
20260301,5,신사동,1,weekend,19913.3581,7.0,0.0,5409.0,165.47,29.0,0.034482758620689655,184.065,320.0,0.11407359,0.03944603
20260301,5,압구정동,0,weekend,26147.2876,7.0,0.0,4304.0,235.0,26.4,0.03787878787878788,1229.613,573.032,0.2913986,0.10076407
20260301,5,역삼1동,1,weekend,57503.4025,7.0,0.0,13420.0,1508.4,32.2,0.03105590062111801,2490.355,2037.096,0.82,0.28355159
20260301,5,역삼2동,1,weekend,40458.426699999996,7.0,0.0,3555.0,0.0,31.8,0.031446540880503145,379.774,0.0,0.13756138,0.04756798
20260301,5,청담동,1,weekend,31248.9999,7.0,0.0,4760.0,234.13,29.2,0.03424657534246575,448.29,404.516,0.1976655,0.06835167
20260301,6,논현1동,1,weekend,30901.2379,6.7,0.0,5187.0,2474.13,31.6,0.03164556962025316,3239.516,3289.936,0.28477674,0.09481096
20260301,6,논현2동,1,weekend,31602.5234,6.7,0.0,5294.0,1621.2,32.3,0.030959752321981428,2704.419,4676.772,0.28207728,0.09391222
20260301,6,대치4동,1,weekend,28485.2657,6.7,0.0,3868.0,877.2,28.6,0.03496503496503496,4089.097,1517.484,0.26832059,0.0893322
20260301,6,삼성1동,1,weekend,19674.6064,6.7,0.0,3259.0,4169.4,30.3,0.033003300330033,2929.677,1781.354,0.20643622,0.06872898
20260301,6,삼성2동,1,weekend,32998.7375,6.7,0.0,3595.0,3959.8,29.6,0.03378378378378378,1735.581,6695.612,0.36010625,0.11989047
20260301,6,신사동,1,weekend,20738.3164,6.7,0.0,5409.0,1434.27,29.5,0.03389830508474576,276.419,1513.226,0.12993708,0.04326006
20260301,6,압구정동,0,weekend,26908.5289,6.7,0.0,4304.0,2529.27,27.6,0.036231884057971016,2210.29,3238.904,0.29112666,0.09692504
20260301,6,역삼1동,1,weekend,58106.2767,6.7,0.0,13420.0,8368.73,32.5,0.03076923076923077,7301.742,8350.322,0.82,0.27300328
20260301,6,역삼2동,1,weekend,40570.0322,6.7,0.0,3555.0,0.0,32.2,0.03105590062111801,893.0,0.0,0.13398773,0.04460865
20260301,6,청담동,1,weekend,32387.4157,6.7,0.0,4760.0,1922.93,29.2,0.03424657534246575,743.452,2374.258,0.22685835,0.07552814
20260301,7,논현1동,1,weekend,30815.3431,6.6,0.0,5187.0,6356.6,31.3,0.03194888178913738,9438.677,8310.646,0.31639183,0.09305882
20260301,7,논현2동,1,weekend,31887.0992,6.6,0.0,5294.0,3810.93,32.2,0.03105590062111801,8210.871,11410.064,0.30842265,0.09071488
20260301,7,대치4동,1,weekend,29070.3404,6.6,0.0,3868.0,2289.67,27.1,0.03690036900369004,11028.129,3961.226,0.32628269,0.09596797
20260301,7,삼성1동,1,weekend,21512.5492,6.6,0.0,3259.0,11679.6,28.6,0.03496503496503496,7149.29,3977.87,0.25515542,0.07504765
20260301,7,삼성2동,1,weekend,32773.8482,6.6,0.0,3595.0,12172.73,28.2,0.03546099290780142,4812.903,18967.612,0.41009061,0.12061799
20260301,7,신사동,1,weekend,21337.8829,6.6,0.0,5409.0,3567.07,29.1,0.034364261168384876,734.194,3662.71,0.16341572,0.04806469
20260301,7,압구정동,0,weekend,28063.003,6.6,0.0,4304.0,5121.27,27.6,0.036231884057971016,5971.71,6516.646,0.29468122,0.08667318
20260301,7,역삼1동,1,weekend,59205.5988,6.6,0.0,13420.0,25880.13,30.9,0.03236245954692557,19570.355,25164.128,0.88788438,0.2611492
20260301,7,역삼2동,1,weekend,40455.15795,6.6,0.0,3555.0,0.0,30.5,0.03278688524590164,1982.065,0.0,0.19140817,0.05629797
20260301,7,청담동,1,weekend,33329.5955,6.6,0.0,4760.0,4095.4,28.8,0.034722222222222224,1777.742,4873.936,0.24617966,0.07240765
20260301,8,논현1동,1,weekend,31232.9142,7.3,0.0,5187.0,14366.93,30.7,0.03257328990228013,14599.355,16820.388,0.32593824,0.0951704
20260301,8,논현2동,1,weekend,32722.5919,7.3,0.0,5294.0,12126.07,31.5,0.031746031746031744,11176.742,30478.0,0.33831366,0.09878389
20260301,8,대치4동,1,weekend,32803.0418,7.3,0.0,3868.0,3283.8,26.1,0.038314176245210725,12243.774,5162.064,0.30547422,0.08919513
20260301,8,삼성1동,1,weekend,25693.9758,7.3,0.0,3259.0,25901.4,27.5,0.03636363636363636,8663.194,9544.71,0.26827947,0.07833467
20260301,8,삼성2동,1,weekend,32560.9614,7.3,0.0,3595.0,28229.27,26.7,0.03745318352059925,6125.258,42871.936,0.41969419,0.12254611
20260301,8,신사동,1,weekend,23895.3013,7.3,0.0,5409.0,8398.2,29.1,0.034364261168384876,855.29,8242.774,0.15296024,0.04466272
20260301,8,압구정동,0,weekend,30129.7894,7.3,0.0,4304.0,14350.8,27.1,0.03690036900369004,9210.129,16254.258,0.31453034,0.09183942
20260301,8,역삼1동,1,weekend,62038.4804,7.3,0.0,13420.0,58481.07,29.9,0.033444816053511704,24331.29,52157.806,0.89069119,0.26007209
20260301,8,역삼2동,1,weekend,40187.96325,7.3,0.0,3555.0,0.0,29.2,0.03424657534246575,1848.968,0.0,0.17784679,0.05192932
20260301,8,청담동,1,weekend,35025.5092,7.3,0.0,4760.0,9180.73,28.7,0.03484320557491289,2446.613,10098.838,0.23105746,0.06746625
20260301,9,논현1동,1,weekend,31360.3853,7.9,0.0,5187.0,14998.2,29.8,0.03355704697986577,10120.0,16922.902,0.3258437,0.09881368
20260301,9,논현2동,1,weekend,33479.358,7.9,0.0,5294.0,9095.13,30.8,0.032467532467532464,6611.613,24828.0,0.29387618,0.08911937
20260301,9,대치4동,1,weekend,37251.8443,7.9,0.0,3868.0,2860.73,26.4,0.03787878787878788,7594.581,4190.838,0.2984568,0.09050847
20260301,9,삼성1동,1,weekend,32473.8092,7.9,0.0,3259.0,20234.93,27.7,0.036101083032490974,5313.581,7313.29,0.26166092,0.07934994
20260301,9,삼성2동,1,weekend,31644.2104,7.9,0.0,3595.0,20195.13,27.1,0.03690036900369004,3545.774,32631.032,0.34472341,0.10453904
20260301,9,신사동,1,weekend,26794.8772,7.9,0.0,5409.0,10339.93,28.9,0.03460207612456748,805.903,10222.388,0.16774305,0.05086889
20260301,9,압구정동,0,weekend,34465.6513,7.9,0.0,4304.0,17445.8,26.8,0.03731343283582089,6899.097,18976.646,0.35927535,0.10895198
20260301,9,역삼1동,1,weekend,65739.6632,7.9,0.0,13420.0,54265.07,29.9,0.033444816053511704,16651.161,48512.0,0.88444816,0.26821318
20260301,9,역삼2동,1,weekend,39930.7725,7.9,0.0,3555.0,0.0,29.4,0.034013605442176874,1293.355,0.0,0.14996459,0.04547749
20260301,9,청담동,1,weekend,36471.3679,7.9,0.0,4760.0,6113.27,28.3,0.0353356890459364,1788.968,6957.354,0.21156453,0.06415797
20260301,10,논현1동,1,weekend,31929.4707,9.6,0.0,5187.0,7581.07,29.3,0.034129692832764506,6594.129,9760.322,0.27186949,0.09637335
20260301,10,논현2동,1,weekend,35304.6295,9.6,0.0,5294.0,3856.87,29.9,0.033444816053511704,3772.355,12546.516,0.22370309,0.07929914
20260301,10,대치4동,1,weekend,38863.2156,9.6,0.0,3868.0,1870.67,24.4,0.04098360655737705,4739.645,2950.968,0.24457502,0.0866979
