month,station_name,line_name,dong_name,transit_dong_code,included_in_3d_map,service_hour,monthly_get_on,monthly_get_off,daily_avg_get_on,daily_avg_get_off,daily_avg_station_pressure
202603,선정릉,9호선2~3단계,삼성2동,11230590,1,22,10125,7238,326.613,233.484,560.097
202603,선정릉,9호선2~3단계,삼성2동,11230590,1,23,4124,4682,133.032,151.032,284.065
202603,삼성중앙,9호선2~3단계,삼성2동,11230590,1,0,673,1135,21.71,36.613,58.323
202603,삼성중앙,9호선2~3단계,삼성2동,11230590,1,1,0,2,0.0,0.065,0.065
202603,삼성중앙,9호선2~3단계,삼성2동,11230590,1,2,0,0,0.0,0.0,0.0
202603,삼성중앙,9호선2~3단계,삼성2동,11230590,1,3,0,0,0.0,0.0,0.0
202603,삼성중앙,9호선2~3단계,삼성2동,11230590,1,4,0,0,0.0,0.0,0.0
202603,삼성중앙,9호선2~3단계,삼성2동,11230590,1,5,972,642,31.355,20.71,52.065
202603,삼성중앙,9호선2~3단계,삼성2동,11230590,1,6,3574,5128,115.29,165.419,280.71
202603,삼성중앙,9호선2~3단계,삼성2동,11230590,1,7,7087,20594,228.613,664.323,892.935
202603,삼성중앙,9호선2~3단계,삼성2동,11230590,1,8,9181,54204,296.161,1748.516,2044.677
202603,삼성중앙,9호선2~3단계,삼성2동,11230590,1,9,7808,38725,251.871,1249.194,1501.065
202603,삼성중앙,9호선2~3단계,삼성2동,11230590,1,10,7108,13987,229.29,451.194,680.484
202603,삼성중앙,9호선2~3단계,삼성2동,11230590,1,11,7718,9525,248.968,307.258,556.226
202603,삼성중앙,9호선2~3단계,삼성2동,11230590,1,12,9147,9728,295.065,313.806,608.871
202603,삼성중앙,9호선2~3단계,삼성2동,11230590,1,13,9815,9932,316.613,320.387,637.0
202603,삼성중앙,9호선2~3단계,삼성2동,11230590,1,14,10437,8759,336.677,282.548,619.226
202603,삼성중앙,9호선2~3단계,삼성2동,11230590,1,15,13241,8577,427.129,276.677,703.806
202603,삼성중앙,9호선2~3단계,삼성2동,11230590,1,16,17237,9124,556.032,294.323,850.355
