service_date,service_hour,dong_name,transit_dong_code,included_in_3d_map,transit_inbound,transit_outbound,transit_internal,transit_pressure
20260315,17,신사동,11230510,1,528,586,149,965
20260315,17,논현1동,11230520,1,2225,3819,399,5645
20260315,17,논현2동,11230530,1,1096,1794,252,2638
20260315,17,삼성1동,11230580,1,1512,2929,501,3940
20260315,17,삼성2동,11230590,1,769,938,252,1455
20260315,17,대치4동,11230630,1,1558,2734,520,3772
20260315,17,역삼1동,11230640,1,4166,5798,813,9151
20260315,17,역삼2동,11230650,1,566,714,206,1074
20260315,17,압구정동,11230770,0,1976,3196,424,4748
20260315,17,청담동,11230780,1,542,837,236,1143
20260315,18,신사동,11230510,1,378,522,140,760
20260315,18,논현1동,11230520,1,1706,3474,265,4915
20260315,18,논현2동,11230530,1,886,1566,213,2239
20260315,18,삼성1동,11230580,1,1185,2726,475,3436
20260315,18,삼성2동,11230590,1,739,852,257,1334
20260315,18,대치4동,11230630,1,1125,2103,269,2959
20260315,18,역삼1동,11230640,1,3323,5247,749,7821
20260315,18,역삼2동,11230650,1,477,507,127,857
20260315,18,압구정동,11230770,0,1433,3180,371,4242
20260315,18,청담동,11230780,1,518,1003,263,1258
20260315,19,신사동,11230510,1,299,479,120,658
20260315,19,논현1동,11230520,1,1451,3027,252,4226
20260315,19,논현2동,11230530,1,720,1528,158,2090
20260315,19,삼성1동,11230580,1,830,2206,373,2663
20260315,19,삼성2동,11230590,1,629,627,147,1109
20260315,19,대치4동,11230630,1,993,1735,226,2502
20260315,19,역삼1동,11230640,1,2706,4471,596,6581
20260315,19,역삼2동,11230650,1,417,370,102,685
20260315,19,압구정동,11230770,0,978,2808,295,3491
20260315,19,청담동,11230780,1,397,612,140,869
20260315,20,신사동,11230510,1,232,498,92,638
20260315,20,논현1동,11230520,1,1199,3154,206,4147
20260315,20,논현2동,11230530,1,653,1282,127,1808
20260315,20,삼성1동,11230580,1,755,1935,325,2365
20260315,20,삼성2동,11230590,1,664,635,145,1154
20260315,20,대치4동,11230630,1,863,1485,170,2178
20260315,20,역삼1동,11230640,1,2558,4299,504,6353
20260315,20,역삼2동,11230650,1,434,401,92,743
20260315,20,압구정동,11230770,0,713,3493,291,3915
20260315,20,청담동,11230780,1,379,518,96,801
20260315,21,신사동,11230510,1,174,395,109,460
20260315,21,논현1동,11230520,1,932,3066,174,3824
20260315,21,논현2동,11230530,1,607,1114,94,1627
20260315,21,삼성1동,11230580,1,552,1622,276,1898
20260315,21,삼성2동,11230590,1,603,541,102,1042
20260315,21,대치4동,11230630,1,813,1777,318,2272
20260315,21,역삼1동,11230640,1,2085,4137,409,5813
20260315,21,역삼2동,11230650,1,369,365,71,663
20260315,21,압구정동,11230770,0,494,2279,206,2567
20260315,21,청담동,11230780,1,307,422,71,658
20260315,22,신사동,11230510,1,127,308,53,382
20260315,22,논현1동,11230520,1,641,2465,105,3001
20260315,22,논현2동,11230530,1,374,726,57,1043
20260315,22,삼성1동,11230580,1,309,1080,124,1265
20260315,22,삼성2동,11230590,1,380,374,69,685
20260315,22,대치4동,11230630,1,588,1680,245,2023
20260315,22,역삼1동,11230640,1,1320,3521,332,4509
20260315,22,역삼2동,11230650,1,285,351,64,572
20260315,22,압구정동,11230770,0,314,1359,127,1546
20260315,22,청담동,11230780,1,220,343,41,522
20260315,23,신사동,11230510,1,63,134,32,165
20260315,23,논현1동,11230520,1,293,1058,53,1298
20260315,23,논현2동,11230530,1,163,308,30,441
20260315,23,삼성1동,11230580,1,148,309,63,394
20260315,23,삼성2동,11230590,1,135,164,35,264
20260315,23,대치4동,11230630,1,186,467,66,587
20260315,23,역삼1동,11230640,1,490,1562,160,1892
20260315,23,역삼2동,11230650,1,137,124,28,233
20260315,23,압구정동,11230770,0,180,388,56,512
20260315,23,청담동,11230780,1,82,119,18,183
20260316,0,신사동,11230510,1,23,40,10,53
20260316,0,논현1동,11230520,1,130,366,33,463
20260316,0,논현2동,11230530,1,44,124,14,154
20260316,0,삼성1동,11230580,1,58,104,19,143
20260316,0,삼성2동,11230590,1,64,104,21,147
20260316,0,대치4동,11230630,1,99,205,23,281
20260316,0,역삼1동,11230640,1,250,665,104,811
20260316,0,역삼2동,11230650,1,60,65,10,115
20260316,0,압구정동,11230770,0,57,136,22,171
20260316,0,청담동,11230780,1,38,61,11,88
20260316,1,신사동,11230510,1,0,2,0,2
20260316,1,논현1동,11230520,1,34,73,5,102
20260316,1,논현2동,11230530,1,0,2,1,1
20260316,1,삼성1동,11230580,1,17,26,9,34
20260316,1,삼성2동,11230590,1,29,49,14,64
20260316,1,대치4동,11230630,1,36,32,2,66
20260316,1,역삼1동,11230640,1,96,137,26,207
20260316,1,역삼2동,11230650,1,26,33,3,56
20260316,1,압구정동,11230770,0,0,2,0,2
20260316,1,청담동,11230780,1,17,14,0,31
20260316,2,신사동,11230510,1,0,0,0,0
20260316,2,논현1동,11230520,1,36,58,1,93
20260316,2,논현2동,11230530,1,0,0,0,0
20260316,2,삼성1동,11230580,1,17,11,3,25
20260316,2,삼성2동,11230590,1,26,40,6,60
20260316,2,대치4동,11230630,1,20,24,0,44
20260316,2,역삼1동,11230640,1,93,104,11,186
20260316,2,역삼2동,11230650,1,32,25,3,54
20260316,2,압구정동,11230770,0,0,0,0,0
20260316,2,청담동,11230780,1,21,37,4,54
20260316,3,신사동,11230510,1,1,0,0,1
20260316,3,논현1동,11230520,1,33,64,4,93
20260316,3,논현2동,11230530,1,2,0,0,2
20260316,3,삼성1동,11230580,1,43,8,2,49
20260316,3,삼성2동,11230590,1,39,39,15,63
20260316,3,대치4동,11230630,1,31,34,1,64
20260316,3,역삼1동,11230640,1,117,93,18,192
20260316,3,역삼2동,11230650,1,38,23,3,58
20260316,3,압구정동,11230770,0,6,0,0,6
20260316,3,청담동,11230780,1,25,17,4,38
20260316,4,신사동,11230510,1,174,23,3,194
20260316,4,논현1동,11230520,1,207,63,11,259
20260316,4,논현2동,11230530,1,218,15,5,228
20260316,4,삼성1동,11230580,1,432,33,7,458
20260316,4,삼성2동,11230590,1,192,28,4,216
20260316,4,대치4동,11230630,1,160,46,7,199
20260316,4,역삼1동,11230640,1,601,91,15,677
20260316,4,역삼2동,11230650,1,144,40,11,173
20260316,4,압구정동,11230770,0,298,36,4,330
20260316,4,청담동,11230780,1,217,36,10,243
20260316,5,신사동,11230510,1,174,40,11,203
20260316,5,논현1동,11230520,1,1141,373,51,1463
20260316,5,논현2동,11230530,1,1341,184,36,1489
20260316,5,삼성1동,11230580,1,1741,203,29,1915
20260316,5,삼성2동,11230590,1,777,134,23,888
20260316,5,대치4동,11230630,1,1547,214,38,1723
20260316,5,역삼1동,11230640,1,2609,497,84,3022
20260316,5,역삼2동,11230650,1,384,135,43,476
20260316,5,압구정동,11230770,0,1141,242,34,1349
20260316,5,청담동,11230780,1,422,103,29,496
20260316,6,신사동,11230510,1,290,102,26,366
20260316,6,논현1동,11230520,1,3392,1056,90,4358
20260316,6,논현2동,11230530,1,3173,499,77,3595
20260316,6,삼성1동,11230580,1,3361,607,77,3891
20260316,6,삼성2동,11230590,1,2005,517,89,2433
20260316,6,대치4동,11230630,1,5239,688,89,5838
20260316,6,역삼1동,11230640,1,8314,2114,280,10148
20260316,6,역삼2동,11230650,1,886,439,108,1217
20260316,6,압구정동,11230770,0,2253,528,74,2707
20260316,6,청담동,11230780,1,752,237,67,922
20260316,7,신사동,11230510,1,761,340,104,997
20260316,7,논현1동,11230520,1,9547,4274,302,13519
20260316,7,논현2동,11230530,1,10632,1272,242,11662
20260316,7,삼성1동,11230580,1,8755,1111,185,9681
20260316,7,삼성2동,11230590,1,5821,1246,268,6799
20260316,7,대치4동,11230630,1,14587,1653,283,15957
20260316,7,역삼1동,11230640,1,23335,5925,1062,28198
20260316,7,역삼2동,11230650,1,1869,1140,305,2704
20260316,7,압구정동,11230770,0,6875,1181,145,7911
20260316,7,청담동,11230780,1,1873,685,252,2306
20260316,8,신사동,11230510,1,893,366,124,1135
20260316,8,논현1동,11230520,1,13793,6551,495,19849
20260316,8,논현2동,11230530,1,13810,1694,438,15066
20260316,8,삼성1동,11230580,1,9392,1440,320,10512
20260316,8,삼성2동,11230590,1,7280,1602,461,8421
20260316,8,대치4동,11230630,1,15351,2250,454,17147
20260316,8,역삼1동,11230640,1,27831,7812,2104,33539
20260316,8,역삼2동,11230650,1,1735,1226,463,2498
20260316,8,압구정동,11230770,0,10088,1607,239,11456
20260316,8,청담동,11230780,1,2419,789,330,2878
20260316,9,신사동,11230510,1,718,307,87,938
20260316,9,논현1동,11230520,1,8408,4698,571,12535
20260316,9,논현2동,11230530,1,6783,1441,445,7779
20260316,9,삼성1동,11230580,1,4344,1230,337,5237
20260316,9,삼성2동,11230590,1,3711,1360,535,4536
20260316,9,대치4동,11230630,1,8070,1869,411,9528
20260316,9,역삼1동,11230640,1,17125,5984,1821,21288
20260316,9,역삼2동,11230650,1,1127,923,406,1644
20260316,9,압구정동,11230770,0,6322,1402,284,7440
20260316,9,청담동,11230780,1,1464,698,322,1840
20260316,10,신사동,11230510,1,423,241,72,592
20260316,10,논현1동,11230520,1,3847,3403,424,6826
20260316,10,논현2동,11230530,1,2809,1250,340,3719
20260316,10,삼성1동,11230580,1,2622,1131,288,3465
20260316,10,삼성2동,11230590,1,1591,1023,399,2215
20260316,10,대치4동,11230630,1,3878,1929,324,5483
20260316,10,역삼1동,11230640,1,7350,4392,1137,10605
20260316,10,역삼2동,11230650,1,676,650,277,1049
20260316,10,압구정동,11230770,0,3987,1569,292,5264
20260316,10,청담동,11230780,1,745,531,234,1042
20260316,11,신사동,11230510,1,447,332,104,675
20260316,11,논현1동,11230520,1,3231,3517,513,6235
20260316,11,논현2동,11230530,1,2016,1418,333,3101
20260316,11,삼성1동,11230580,1,2361,1620,392,3589
20260316,11,삼성2동,11230590,1,1416,1113,432,2097
20260316,11,대치4동,11230630,1,2858,2187,352,4693
20260316,11,역삼1동,11230640,1,5439,4939,1113,9265
20260316,11,역삼2동,11230650,1,549,634,262,921
20260316,11,압구정동,11230770,0,3078,1991,306,4763
20260316,11,청담동,11230780,1,685,657,324,1018
20260316,12,신사동,11230510,1,438,383,109,712
20260316,12,논현1동,11230520,1,3236,3661,476,6421
20260316,12,논현2동,11230530,1,2197,1638,349,3486
20260316,12,삼성1동,11230580,1,2255,1906,433,3728
20260316,12,삼성2동,11230590,1,1372,1285,398,2259
20260316,12,대치4동,11230630,1,3139,2463,340,5262
20260316,12,역삼1동,11230640,1,5652,5379,1197,9834
20260316,12,역삼2동,11230650,1,716,632,253,1095
20260316,12,압구정동,11230770,0,2961,2362,355,4968
20260316,12,청담동,11230780,1,663,667,279,1051
20260316,13,신사동,11230510,1,524,459,155,828
20260316,13,논현1동,11230520,1,3448,3842,556,6734
20260316,13,논현2동,11230530,1,2244,1930,386,3788
20260316,13,삼성1동,11230580,1,2209,2093,527,3775
20260316,13,삼성2동,11230590,1,1320,1388,475,2233
20260316,13,대치4동,11230630,1,3151,2758,442,5467
20260316,13,역삼1동,11230640,1,5561,5746,1252,10055
20260316,13,역삼2동,11230650,1,675,652,263,1064
20260316,13,압구정동,11230770,0,2944,2527,420,5051
20260316,13,청담동,11230780,1,711,750,300,1161
20260316,14,신사동,11230510,1,467,491,142,816
20260316,14,논현1동,11230520,1,2896,4497,582,6811
20260316,14,논현2동,11230530,1,1937,2340,419,3858
20260316,14,삼성1동,11230580,1,1933,2515,469,3979
20260316,14,삼성2동,11230590,1,1089,1593,478,2204
20260316,14,대치4동,11230630,1,2618,3343,408,5553
20260316,14,역삼1동,11230640,1,4759,6545,1229,10075
20260316,14,역삼2동,11230650,1,638,826,289,1175
20260316,14,압구정동,11230770,0,2790,3206,467,5529
20260316,14,청담동,11230780,1,647,876,337,1186
20260316,15,신사동,11230510,1,571,820,242,1149
20260316,15,논현1동,11230520,1,3097,4875,544,7428
20260316,15,논현2동,11230530,1,1959,2915,445,4429
20260316,15,삼성1동,11230580,1,2031,3291,554,4768
20260316,15,삼성2동,11230590,1,1234,1846,554,2526
20260316,15,대치4동,11230630,1,3089,4679,562,7206
20260316,15,역삼1동,11230640,1,4839,7677,1268,11248
20260316,15,역삼2동,11230650,1,881,1081,350,1612
20260316,15,압구정동,11230770,0,2950,4175,599,6526
20260316,15,청담동,11230780,1,691,1005,375,1321
20260316,16,신사동,11230510,1,543,790,214,1119
20260316,16,논현1동,11230520,1,3289,5942,532,8699
20260316,16,논현2동,11230530,1,1885,3693,498,5080
20260316,16,삼성1동,11230580,1,1966,3976,545,5397
20260316,16,삼성2동,11230590,1,1370,2192,511,3051
20260316,16,대치4동,11230630,1,3125,5805,490,8440
20260316,16,역삼1동,11230640,1,5223,9648,1206,13665
20260316,16,역삼2동,11230650,1,719,1075,314,1480
20260316,16,압구정동,11230770,0,2906,4425,531,6800
20260316,16,청담동,11230780,1,727,1120,339,1508
20260316,17,신사동,11230510,1,502,817,212,1107
20260316,17,논현1동,11230520,1,4217,10969,560,14626
20260316,17,논현2동,11230530,1,2276,6731,445,8562
20260316,17,삼성1동,11230580,1,1955,6795,709,8041
20260316,17,삼성2동,11230590,1,1590,4128,600,5118
20260316,17,대치4동,11230630,1,3444,10761,541,13664
20260316,17,역삼1동,11230640,1,7072,19443,1500,25015
20260316,17,역삼2동,11230650,1,788,1679,370,2097
20260316,17,압구정동,11230770,0,3239,6171,557,8853
20260316,17,청담동,11230780,1,695,1619,337,1977
20260316,18,신사동,11230510,1,605,1009,196,1418
20260316,18,논현1동,11230520,1,4338,18910,820,22428
20260316,18,논현2동,11230530,1,2355,13049,653,14751
20260316,18,삼성1동,11230580,1,1946,10202,843,11305
20260316,18,삼성2동,11230590,1,1770,6996,781,7985
20260316,18,대치4동,11230630,1,3177,16023,586,18614
20260316,18,역삼1동,11230640,1,8023,26653,1831,32845
20260316,18,역삼2동,11230650,1,1022,1724,320,2426
20260316,18,압구정동,11230770,0,3099,8999,641,11457
20260316,18,청담동,11230780,1,832,2233,426,2639
20260316,19,신사동,11230510,1,380,812,139,1053
20260316,19,논현1동,11230520,1,2086,12423,533,13976
20260316,19,논현2동,11230530,1,1373,6505,402,7476
20260316,19,삼성1동,11230580,1,1258,4910,513,5655
20260316,19,삼성2동,11230590,1,1186,3592,457,4321
20260316,19,대치4동,11230630,1,1698,8094,385,9407
20260316,19,역삼1동,11230640,1,4349,17554,1260,20643
20260316,19,역삼2동,11230650,1,734,1157,241,1650
20260316,19,압구정동,11230770,0,1564,6734,489,7809
20260316,19,청담동,11230780,1,583,1307,260,1630
20260316,20,신사동,11230510,1,309,549,117,741
20260316,20,논현1동,11230520,1,1432,7029,347,8114
20260316,20,논현2동,11230530,1,1005,3714,261,4458
20260316,20,삼성1동,11230580,1,903,3119,337,3685
20260316,20,삼성2동,11230590,1,871,2048,292,2627
20260316,20,대치4동,11230630,1,1167,5267,300,6134
20260316,20,역삼1동,11230640,1,2856,10844,819,12881
20260316,20,역삼2동,11230650,1,575,792,170,1197
20260316,20,압구정동,11230770,0,996,4712,349,5359
20260316,20,청담동,11230780,1,491,772,141,1122
20260316,21,신사동,11230510,1,220,524,117,627
20260316,21,논현1동,11230520,1,1253,6012,269,6996
20260316,21,논현2동,11230530,1,820,3017,196,3641
20260316,21,삼성1동,11230580,1,664,2568,270,2962
20260316,21,삼성2동,11230590,1,794,1596,227,2163
20260316,21,대치4동,11230630,1,1100,4724,426,5398
20260316,21,역삼1동,11230640,1,2333,9691,666,11358
20260316,21,역삼2동,11230650,1,641,689,126,1204
20260316,21,압구정동,11230770,0,769,3151,239,3681
20260316,21,청담동,11230780,1,420,794,133,1081
20260316,22,신사동,11230510,1,199,510,103,606
20260316,22,논현1동,11230520,1,950,4654,202,5402
20260316,22,논현2동,11230530,1,561,2070,126,2505
20260316,22,삼성1동,11230580,1,520,1858,217,2161
20260316,22,삼성2동,11230590,1,651,1041,139,1553
20260316,22,대치4동,11230630,1,844,3978,552,4270
20260316,22,역삼1동,11230640,1,1733,6797,570,7960
20260316,22,역삼2동,11230650,1,573,778,134,1217
20260316,22,압구정동,11230770,0,563,2184,172,2575
20260316,22,청담동,11230780,1,368,552,88,832
20260316,23,신사동,11230510,1,54,171,35,190
20260316,23,논현1동,11230520,1,470,1941,108,2303
20260316,23,논현2동,11230530,1,240,768,63,945
20260316,23,삼성1동,11230580,1,194,431,62,563
20260316,23,삼성2동,11230590,1,284,420,89,615
20260316,23,대치4동,11230630,1,398,1157,177,1378
20260316,23,역삼1동,11230640,1,788,2712,271,3229
20260316,23,역삼2동,11230650,1,188,216,48,356
20260316,23,압구정동,11230770,0,237,761,82,916
20260316,23,청담동,11230780,1,130,240,40,330
20260317,0,신사동,11230510,1,21,52,18,55
20260317,0,논현1동,11230520,1,164,478,47,595
20260317,0,논현2동,11230530,1,53,169,17,205
20260317,0,삼성1동,11230580,1,55,110,19,146
20260317,0,삼성2동,11230590,1,88,114,33,169
20260317,0,대치4동,11230630,1,122,252,44,330
20260317,0,역삼1동,11230640,1,301,816,124,993
20260317,0,역삼2동,11230650,1,68,67,13,122
20260317,0,압구정동,11230770,0,66,167,27,206
20260317,0,청담동,11230780,1,38,65,17,86
20260317,1,신사동,11230510,1,0,1,0,1
20260317,1,논현1동,11230520,1,39,45,6,78
20260317,1,논현2동,11230530,1,1,1,1,1
20260317,1,삼성1동,11230580,1,13,24,9,28
20260317,1,삼성2동,11230590,1,23,35,10,48
20260317,1,대치4동,11230630,1,36,34,0,70
20260317,1,역삼1동,11230640,1,103,168,28,243
20260317,1,역삼2동,11230650,1,32,27,3,56
20260317,1,압구정동,11230770,0,1,4,2,3
20260317,1,청담동,11230780,1,16,19,3,32
20260317,2,신사동,11230510,1,0,0,0,0
20260317,2,논현1동,11230520,1,33,62,3,92
20260317,2,논현2동,11230530,1,0,0,0,0
20260317,2,삼성1동,11230580,1,20,12,1,31
20260317,2,삼성2동,11230590,1,33,42,11,64
20260317,2,대치4동,11230630,1,22,26,1,47
20260317,2,역삼1동,11230640,1,113,132,12,233
20260317,2,역삼2동,11230650,1,35,32,7,60
20260317,2,압구정동,11230770,0,0,0,0,0
20260317,2,청담동,11230780,1,22,20,2,40
20260317,3,신사동,11230510,1,1,0,0,1
20260317,3,논현1동,11230520,1,25,49,0,74
20260317,3,논현2동,11230530,1,3,0,0,3
20260317,3,삼성1동,11230580,1,44,10,6,48
20260317,3,삼성2동,11230590,1,38,40,12,66
20260317,3,대치4동,11230630,1,33,26,2,57
20260317,3,역삼1동,11230640,1,144,124,27,241
20260317,3,역삼2동,11230650,1,41,22,1,62
20260317,3,압구정동,11230770,0,7,0,0,7
20260317,3,청담동,11230780,1,33,27,3,57
20260317,4,신사동,11230510,1,162,18,2,178
20260317,4,논현1동,11230520,1,241,83,7,317
20260317,4,논현2동,11230530,1,220,30,6,244
20260317,4,삼성1동,11230580,1,411,40,7,444
20260317,4,삼성2동,11230590,1,189,49,13,225
20260317,4,대치4동,11230630,1,176,52,2,226
20260317,4,역삼1동,11230640,1,604,164,34,734
20260317,4,역삼2동,11230650,1,171,43,14,200
20260317,4,압구정동,11230770,0,300,52,10,342
20260317,4,청담동,11230780,1,265,49,12,302
20260317,5,신사동,11230510,1,172,42,8,206
20260317,5,논현1동,11230520,1,1162,368,55,1475
20260317,5,논현2동,11230530,1,1319,203,29,1493
20260317,5,삼성1동,11230580,1,1687,218,31,1874
20260317,5,삼성2동,11230590,1,755,148,29,874
20260317,5,대치4동,11230630,1,1559,264,32,1791
20260317,5,역삼1동,11230640,1,2672,573,98,3147
20260317,5,역삼2동,11230650,1,401,131,32,500
20260317,5,압구정동,11230770,0,1216,232,25,1423
20260317,5,청담동,11230780,1,414,114,37,491
20260317,6,신사동,11230510,1,304,91,29,366
20260317,6,논현1동,11230520,1,3244,1121,111,4254
20260317,6,논현2동,11230530,1,3128,522,82,3568
20260317,6,삼성1동,11230580,1,3339,578,82,3835
20260317,6,삼성2동,11230590,1,1956,516,92,2380
20260317,6,대치4동,11230630,1,5038,685,78,5645
20260317,6,역삼1동,11230640,1,8190,2126,320,9996
20260317,6,역삼2동,11230650,1,912,438,115,1235
20260317,6,압구정동,11230770,0,2289,574,74,2789
20260317,6,청담동,11230780,1,753,278,80,951
20260317,7,신사동,11230510,1,781,331,99,1013
20260317,7,논현1동,11230520,1,9438,4132,268,13302
20260317,7,논현2동,11230530,1,10599,1262,221,11640
20260317,7,삼성1동,11230580,1,8994,1097,171,9920
20260317,7,삼성2동,11230590,1,5988,1282,277,6993
20260317,7,대치4동,11230630,1,14614,1699,304,16009
20260317,7,역삼1동,11230640,1,23295,6048,1122,28221
20260317,7,역삼2동,11230650,1,1897,1130,301,2726
20260317,7,압구정동,11230770,0,6960,1292,158,8094
20260317,7,청담동,11230780,1,1939,749,268,2420
20260317,8,신사동,11230510,1,912,362,116,1158
20260317,8,논현1동,11230520,1,14018,6537,519,20036
20260317,8,논현2동,11230530,1,14336,1733,414,15655
20260317,8,삼성1동,11230580,1,10447,1452,319,11580
20260317,8,삼성2동,11230590,1,7638,1612,469,8781
20260317,8,대치4동,11230630,1,15048,2316,457,16907
20260317,8,역삼1동,11230640,1,28077,7770,2086,33761
20260317,8,역삼2동,11230650,1,1752,1270,489,2533
20260317,8,압구정동,11230770,0,10450,1588,216,11822
20260317,8,청담동,11230780,1,2757,744,308,3193
20260317,9,신사동,11230510,1,708,376,112,972
20260317,9,논현1동,11230520,1,8444,4959,611,12792
20260317,9,논현2동,11230530,1,7290,1516,459,8347
20260317,9,삼성1동,11230580,1,5095,1294,357,6032
20260317,9,삼성2동,11230590,1,3838,1446,596,4688
20260317,9,대치4동,11230630,1,8179,1952,437,9694
20260317,9,역삼1동,11230640,1,17299,5989,1836,21452
20260317,9,역삼2동,11230650,1,1066,837,369,1534
20260317,9,압구정동,11230770,0,7138,1486,301,8323
20260317,9,청담동,11230780,1,1660,704,321,2043
20260317,10,신사동,11230510,1,496,310,105,701
20260317,10,논현1동,11230520,1,4093,3445,448,7090
20260317,10,논현2동,11230530,1,3094,1249,314,4029
20260317,10,삼성1동,11230580,1,2955,1171,332,3794
20260317,10,삼성2동,11230590,1,1750,1082,399,2433
20260317,10,대치4동,11230630,1,3872,1885,325,5432
20260317,10,역삼1동,11230640,1,7378,4608,1174,10812
20260317,10,역삼2동,11230650,1,645,677,271,1051
20260317,10,압구정동,11230770,0,4130,1602,257,5475
20260317,10,청담동,11230780,1,928,551,264,1215
20260317,11,신사동,11230510,1,437,323,113,647
20260317,11,논현1동,11230520,1,3181,3595,468,6308
20260317,11,논현2동,11230530,1,2215,1619,410,3424
20260317,11,삼성1동,11230580,1,2435,1660,472,3623
20260317,11,삼성2동,11230590,1,1350,1180,487,2043
20260317,11,대치4동,11230630,1,3117,2257,354,5020
20260317,11,역삼1동,11230640,1,5666,4884,1159,9391
20260317,11,역삼2동,11230650,1,556,711,278,989
20260317,11,압구정동,11230770,0,3418,2048,353,5113
20260317,11,청담동,11230780,1,796,671,353,1114
20260317,12,신사동,11230510,1,447,383,125,705
20260317,12,논현1동,11230520,1,3292,3646,489,6449
20260317,12,논현2동,11230530,1,2284,1821,431,3674
20260317,12,삼성1동,11230580,1,2574,2022,471,4125
20260317,12,삼성2동,11230590,1,1428,1387,428,2387
20260317,12,대치4동,11230630,1,3285,2452,375,5362
20260317,12,역삼1동,11230640,1,5633,5493,1203,9923
20260317,12,역삼2동,11230650,1,672,697,265,1104
20260317,12,압구정동,11230770,0,3035,2464,442,5057
20260317,12,청담동,11230780,1,701,759,323,1137
20260317,13,신사동,11230510,1,534,481,170,845
20260317,13,논현1동,11230520,1,3388,3906,579,6715
20260317,13,논현2동,11230530,1,2375,1945,416,3904
20260317,13,삼성1동,11230580,1,2415,2208,526,4097
20260317,13,삼성2동,11230590,1,1372,1381,400,2353
20260317,13,대치4동,11230630,1,3364,2999,483,5880
20260317,13,역삼1동,11230640,1,5703,6001,1217,10487
20260317,13,역삼2동,11230650,1,689,669,246,1112
20260317,13,압구정동,11230770,0,3127,3015,546,5596
20260317,13,청담동,11230780,1,794,876,413,1257
20260317,14,신사동,11230510,1,511,510,132,889
20260317,14,논현1동,11230520,1,2986,4519,572,6933
20260317,14,논현2동,11230530,1,1982,2391,430,3943
20260317,14,삼성1동,11230580,1,2379,2673,545,4507
20260317,14,삼성2동,11230590,1,1234,1564,440,2358
20260317,14,대치4동,11230630,1,2791,3453,406,5838
20260317,14,역삼1동,11230640,1,4695,6793,1186,10302
20260317,14,역삼2동,11230650,1,662,818,275,1205
20260317,14,압구정동,11230770,0,3000,3476,520,5956
20260317,14,청담동,11230780,1,781,866,380,1267
20260317,15,신사동,11230510,1,543,816,239,1120
20260317,15,논현1동,11230520,1,3006,5071,549,7528
20260317,15,논현2동,11230530,1,2001,3054,467,4588
20260317,15,삼성1동,11230580,1,2203,3426,569,5060
20260317,15,삼성2동,11230590,1,1344,1760,484,2620
20260317,15,대치4동,11230630,1,2730,4663,524,6869
20260317,15,역삼1동,11230640,1,4905,7988,1207,11686
20260317,15,역삼2동,11230650,1,757,937,303,1391
20260317,15,압구정동,11230770,0,2905,4261,561,6605
20260317,15,청담동,11230780,1,790,1053,361,1482
20260317,16,신사동,11230510,1,546,828,235,1139
20260317,16,논현1동,11230520,1,3595,6243,579,9259
20260317,16,논현2동,11230530,1,2215,3931,538,5608
20260317,16,삼성1동,11230580,1,2357,4605,627,6335
20260317,16,삼성2동,11230590,1,1449,2422,600,3271
20260317,16,대치4동,11230630,1,3490,6287,556,9221
20260317,16,역삼1동,11230640,1,5730,10360,1297,14793
20260317,16,역삼2동,11230650,1,874,1277,333,1818
20260317,16,압구정동,11230770,0,3285,4676,557,7404
20260317,16,청담동,11230780,1,801,1326,459,1668
20260317,17,신사동,11230510,1,617,762,175,1204
20260317,17,논현1동,11230520,1,4550,11324,599,15275
20260317,17,논현2동,11230530,1,2483,7020,478,9025
20260317,17,삼성1동,11230580,1,2459,7261,732,8988
20260317,17,삼성2동,11230590,1,1734,4308,672,5370
20260317,17,대치4동,11230630,1,3611,10982,625,13968
20260317,17,역삼1동,11230640,1,7784,19960,1542,26202
20260317,17,역삼2동,11230650,1,806,1640,360,2086
20260317,17,압구정동,11230770,0,3593,6421,542,9472
20260317,17,청담동,11230780,1,785,1767,406,2146
20260317,18,신사동,11230510,1,646,1102,190,1558
20260317,18,논현1동,11230520,1,4892,18949,787,23054
20260317,18,논현2동,11230530,1,2463,12934,678,14719
20260317,18,삼성1동,11230580,1,2390,10422,953,11859
20260317,18,삼성2동,11230590,1,1988,6987,880,8095
20260317,18,대치4동,11230630,1,3378,15818,646,18550
20260317,18,역삼1동,11230640,1,8895,26346,1997,33244
20260317,18,역삼2동,11230650,1,1095,1809,376,2528
20260317,18,압구정동,11230770,0,3204,9286,660,11830
20260317,18,청담동,11230780,1,842,2291,466,2667
20260317,19,신사동,11230510,1,397,778,160,1015
20260317,19,논현1동,11230520,1,2249,12366,575,14040
20260317,19,논현2동,11230530,1,1449,6754,412,7791
20260317,19,삼성1동,11230580,1,1324,5385,615,6094
20260317,19,삼성2동,11230590,1,1159,3588,485,4262
20260317,19,대치4동,11230630,1,1810,8055,442,9423
20260317,19,역삼1동,11230640,1,4557,17396,1354,20599
20260317,19,역삼2동,11230650,1,793,1159,252,1700
20260317,19,압구정동,11230770,0,1650,6936,518,8068
20260317,19,청담동,11230780,1,604,1461,305,1760
20260317,20,신사동,11230510,1,312,591,101,802
20260317,20,논현1동,11230520,1,1550,7228,321,8457
20260317,20,논현2동,11230530,1,1027,3994,288,4733
20260317,20,삼성1동,11230580,1,954,3892,409,4437
20260317,20,삼성2동,11230590,1,881,2060,324,2617
20260317,20,대치4동,11230630,1,1324,5492,330,6486
20260317,20,역삼1동,11230640,1,3184,10932,820,13296
